[03:31:16.730] Saved model at iteration 0
[03:35:33.357] Saved model at iteration 0
[03:36:57.426] Saved model at iteration 0
[03:44:18.784] Saved model at iteration 0
[03:45:57.340] Saved model at iteration 0
[03:55:49.884] 272,3.131883,-0.307805,0.046444,3.117590,2.756537
[03:55:51.013] 273,3.088943,-0.335735,0.043092,3.101700,2.798860
[03:55:52.139] 274,3.103625,-0.323345,0.043785,3.106353,2.768318
[03:55:53.264] 275,3.088816,-0.334339,0.043651,3.101498,2.780061
[03:55:54.389] 276,3.080159,-0.339926,0.043310,3.095873,2.809019
[03:55:55.513] 277,3.118868,-0.308711,0.048261,3.106232,2.730854
[03:55:56.638] 278,3.133617,-0.289261,0.049396,3.099838,2.736438
[03:55:57.764] 279,3.084819,-0.333377,0.047474,3.090974,2.797477
[03:55:58.890] 280,3.079517,-0.334577,0.046011,3.088531,2.795525
[03:56:00.018] 281,3.068919,-0.336579,0.045004,3.084659,2.758346
[03:56:01.145] 282,3.062228,-0.338529,0.043490,3.080214,2.770521
[03:56:02.274] 283,3.078537,-0.311599,0.043577,3.073137,2.734227
[03:56:03.399] 284,3.048372,-0.338433,0.044646,3.066711,2.754481
[03:56:04.523] 285,3.054838,-0.336033,0.044589,3.071336,2.749468
[03:56:05.648] 286,3.037579,-0.347427,0.044450,3.062249,2.783069
[03:56:06.776] 287,3.056679,-0.335169,0.045997,3.072082,2.737688
[03:56:07.900] 288,3.036014,-0.346304,0.043882,3.060785,2.776517
[03:56:09.024] 289,3.031497,-0.346145,0.043515,3.056962,2.771652
[03:56:10.155] 290,3.024726,-0.346296,0.044213,3.050327,2.764822
[03:56:11.281] 291,3.077774,-0.302076,0.047256,3.064950,2.676442
[03:56:12.407] 292,3.034756,-0.336382,0.044324,3.050852,2.759623
[03:56:13.533] 293,3.076713,-0.291274,0.047067,3.052039,2.688796
[03:56:14.660] 294,3.056165,-0.307612,0.047021,3.046025,2.707312
[03:56:15.788] 295,3.058748,-0.299462,0.047389,3.040678,2.701431
[03:56:16.914] 296,3.025373,-0.326521,0.044844,3.036382,2.706671
[03:56:18.040] 297,3.002761,-0.347318,0.044646,3.031096,2.743368
[03:56:19.166] 298,3.005852,-0.342968,0.042295,3.032554,2.739707
[03:56:20.292] 299,2.997747,-0.339815,0.043050,3.023718,2.707940
[03:56:21.416] 300,3.035391,-0.309506,0.046980,3.033335,2.645825
[03:56:22.542] 301,2.998719,-0.338289,0.045090,3.019032,2.728863
[03:56:23.670] 302,2.993940,-0.339370,0.046874,3.017047,2.693897
[03:56:24.796] 303,2.980468,-0.351247,0.044532,3.015280,2.719029
[03:56:25.920] 304,2.986835,-0.340710,0.045548,3.012788,2.692094
[03:56:27.050] 305,2.983810,-0.338842,0.044012,3.008368,2.702720
[03:56:28.177] 306,2.983990,-0.339347,0.042549,3.011218,2.695703
[03:56:29.303] 307,3.017976,-0.307275,0.044167,3.017490,2.635946
[03:56:30.427] 308,2.976117,-0.338481,0.041747,3.001914,2.709364
[03:56:31.554] 309,2.999125,-0.318980,0.045110,3.004280,2.687142
[03:56:32.680] 310,2.967269,-0.338301,0.044539,2.994240,2.667913
[03:56:33.809] 311,2.957714,-0.349202,0.043942,2.994451,2.685230
[03:56:34.934] 312,2.948669,-0.344671,0.043110,2.981127,2.691035
[03:56:36.061] 313,2.967277,-0.339437,0.046967,2.991575,2.681718
[03:56:37.186] 314,2.948733,-0.343338,0.045261,2.981901,2.649099
[03:56:38.311] 315,2.946364,-0.341983,0.043564,2.976120,2.686634
[03:56:39.439] 316,2.929462,-0.349263,0.042018,2.967604,2.691038
[03:56:40.568] 317,2.934778,-0.341020,0.041089,2.968575,2.661329
[03:56:41.694] 318,2.966056,-0.316897,0.044719,2.976321,2.619129
[03:56:42.818] 319,2.942037,-0.338724,0.045362,2.969345,2.660540
[03:56:43.944] 320,2.955810,-0.322206,0.047519,2.967950,2.625475
[03:56:45.071] 321,2.922878,-0.349175,0.046109,2.959700,2.662447
[03:56:46.197] 322,2.924860,-0.346554,0.045244,2.962077,2.640936
[03:56:47.322] 323,2.930617,-0.327475,0.044985,2.951717,2.613893
[03:56:48.448] 324,2.909081,-0.346161,0.044750,2.948392,2.621004
[03:56:49.574] 325,2.945085,-0.315412,0.046341,2.952816,2.613406
[03:56:50.700] 326,2.928731,-0.333328,0.046233,2.952903,2.629240
[03:56:51.823] 327,2.935193,-0.311841,0.048149,2.940800,2.580846
[03:56:52.948] 328,2.922094,-0.325200,0.047276,2.940022,2.599954
[03:56:54.076] 329,2.895325,-0.349513,0.046446,2.934648,2.637444
[03:56:55.202] 330,2.935741,-0.314195,0.048848,2.943115,2.579720
[03:56:56.327] 331,2.907843,-0.341360,0.047692,2.939291,2.622200
[03:56:57.453] 332,2.923640,-0.313173,0.047275,2.930583,2.589554
[03:56:58.580] 333,2.870696,-0.356081,0.044328,2.917921,2.645279
